Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_22_4b	Bo_23_4b	Bo_20_4b	Bo_21_4b	Bo_14_5b	Bo_15_5b	Bo_22_5b	Bo_23_5b	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19
RGD1306556	-0.858533939440664	-0.941655501620749	-0.822489670298829	-0.847705209792516	0.0527969191118325	0.0475788871355836	0.801501806280049	-0.0623122549477839	1.49644113828235	1.49013526280924	1.40921794248828	1.46469297357836	-0.554316618846707	-0.899750740306806	-0.736946046726325	-1.03865494770531
Dlgap1	-0.898052258783217	-0.798873532064527	-1.04555614826798	-0.896965407227836	0.237889059804666	0.180314986996327	0.358730684496913	0.251037987452531	1.42267413266592	1.37906440047486	1.55799339701695	1.50214020537089	-0.565566443026984	-0.723422895398347	-0.966559758447405	-0.994848411062762
AABR07063829.2	-0.762443542745639	-0.620611782232208	-0.455847835159971	-0.744895557098236	-0.173908479883481	-0.178676945712818	0.502259560791352	-0.261942454328089	1.23912537564522	1.4579289032893	2.13027599192987	1.30509714884977	-0.780441153890363	-0.969388440996342	-0.928318160821646	-0.758212627636712
Ikzf3	-0.585312121911246	-0.160849528567026	-0.554635138020543	-0.575739532404056	-0.837446829647251	-0.838851821735466	-0.16461266202609	-0.972922787985108	1.83226947253955	2.18726399829067	1.058367490515	1.22323183583196	-0.549353888791112	-0.68642786048801	-0.267252858665113	-0.107727766936145
Tnfrsf25	-0.687387927623672	-0.735380446435244	-0.780532415371131	-0.646558792026036	-0.194796077417283	-0.227649179879291	0.822923938893329	-0.288753593584025	1.42260856683296	1.29745344767588	1.69962533462757	1.65216154151262	-0.863988882066075	-0.804424052620138	-0.873505713221897	-0.791795749297574
Sez6l	-1.14061540013741	-1.04161671492356	-1.23177948767581	-1.1259598243985	-0.0251146196757647	0.0502200109860747	0.500984369073516	-0.0745850292593292	1.42663426173137	1.39162246094072	1.58158165367187	1.49695691878654	-0.340158225281942	-0.538795170311716	-0.37193008251311	-0.557445121012947
Fam241a	-0.779065996786731	-0.351249018867425	-1.12546965066107	-0.760823392352973	-0.48980101331248	-0.408734501544816	-0.404861069685743	-0.492983312928758	1.61965859250334	1.89460614142606	1.58029189370989	1.42702359334845	-0.439138783043851	-0.38273820620434	-0.69950562682791	-0.187209648771645
AABR07032338.1	-0.102378877522637	-0.636906958076815	-0.674556467805006	-0.0819474517130219	-0.460918648557455	-0.249211994971826	-0.569099344690256	-0.463424673793387	1.66849303352133	1.64971986214809	1.49392134216321	1.67374991940245	-0.624061807069221	-0.757996354099488	-0.750458873322023	-1.11492270561395
Tmem74	-0.596852591031896	-0.699084362232125	-0.649267473546627	-0.575456072119395	-0.266174052449849	-0.230618963612878	1.01520445973146	-0.430852906186595	1.37468852710725	1.47692039048659	1.75754336872714	1.34157938244896	-0.800445236307737	-0.893630191771057	-0.901214893107393	-0.922339386135847
Met	-0.803479892424769	-0.794914334350898	-0.883863013811277	-0.815686065423446	-0.0964832868173812	-0.171184605340604	0.365478288965996	-0.195042716415733	0.936572485720481	1.19975103276675	2.67470928429717	1.03287656280201	-0.545491888281179	-0.714660465627241	-0.511809494414153	-0.676771891645715
LOC103690141	-0.931310417926219	-0.825761864758237	-0.589489157672122	-0.943347156553776	0.280666330021644	0.297950344888181	0.060169991722385	0.420458504856307	1.39971146927848	1.51286350574908	1.59345875174166	1.33099319415321	-0.790458338567564	-1.01837043479923	-0.777620719385215	-1.01991400274858
Emx2	-0.784637605011962	-0.182164606062703	-0.636669657427693	-0.842809218207044	0.0289701623059134	0.040039329011315	0.286054713330324	0.0413365937754934	1.22871560773863	1.20130390521947	2.0133288556192	1.49195603241445	-1.05531111956177	-1.18825338802449	-0.673065561896309	-0.968794043222822
Sstr3	-0.942184582616803	-0.827996088648305	-0.989846892528863	-0.968340979798921	-0.0203457730402927	0.0977242392387193	0.64602122907572	-0.116696909803732	1.47535549010256	1.50466094321162	1.54840477644487	1.45728354612262	-0.535833343630089	-0.804572460286068	-0.686951188822386	-0.836682005020649
AABR07058412.1	-0.721706536698973	-0.915453046845512	-0.602618571873776	-0.712679040140538	-0.0706649046211345	-0.1498703624071	-0.223411679673718	0.00303929369584155	1.65909254332844	1.42801114600555	1.31292315648219	1.7941472429047	-0.56692137636648	0.0379547885276079	-1.30120561216242	-0.970637040154676
AABR07004881.1	-0.55100821512256	-0.482916496696357	-0.638814377522791	-0.544727797004379	-0.324924105142781	-0.144321892526038	1.06081877895932	-0.540107461117632	1.32398532897549	1.66315753758825	1.71606061193855	1.07021959497144	-0.446895640773229	-0.834103643488343	-1.1180256327682	-1.20839659027075
Nrn1	-0.862979031989997	-0.822617330067316	-0.784709189955642	-0.88473559507723	-0.0915816799645826	-0.0404410229543313	0.444421663832782	-0.157164222537107	1.43141656758448	1.4401730040327	1.80221031469615	1.51540104295324	-0.593937136189138	-0.699490025379973	-0.856763612510085	-0.839203746473943
Piezo2	-0.831441662295877	-0.86921402206892	-0.826133647452433	-0.84134012249919	-0.112929117599028	-0.0250911503296188	0.306056265489372	-0.134229004699765	1.67580436465575	1.21236680778087	1.15415365372776	2.10735398243063	-0.666807780572317	-0.76235004952784	-0.691887105986948	-0.694311411052437
Pkib	-0.737309754702924	-0.684759248789382	-1.05379891808299	-0.725811358277652	-0.505222257668316	-0.359050521775738	0.763000821497693	-0.65636117455636	1.56123321906906	1.41614820353125	1.44943082412264	1.68768233092124	-0.131575542820038	-0.363747435300672	-0.699927836137096	-0.959931351030711
Mical2	-0.866276194114659	-0.946996387115144	-1.00479343027976	-0.849591015980095	0.17924411393592	0.144599689315112	0.532012988063802	0.134802724913584	1.47015785635056	1.46722145962186	1.48443824247417	1.46007199698798	-0.638823072805626	-0.821138325628901	-0.792225257960547	-0.952705387778242
AABR07017901.1	-0.952051860991415	-0.672673048132675	-0.952051860991415	-0.952051860991415	0.0511842763376022	-0.201195087921647	0.301647818007663	0.0496289574576999	1.53882315370956	1.34410502328965	1.56666625542281	1.71553897011181	-0.554117606595404	-0.952051860991415	-0.566018294627796	-0.765382973093608
Ly6e	-0.678488065033941	-0.761446696235196	-0.889979017517015	-0.652392170294896	0.103545037670214	0.219038742119618	0.738886860572539	-0.000417410699860889	1.3982682769653	1.32326326998289	1.53852056451257	1.5124209908919	-0.759559339827558	-0.942421794321071	-1.04164519475403	-1.10759405403146
Crym	-0.477109398041616	0.757458616454204	-0.28608884117366	-0.4067018049194	-0.943344369531451	-0.701883057464589	0.446766637323428	-1.12786249868847	0.979617617839374	1.2283013579305	2.31612649577817	1.02887503050483	-0.321884279819018	-0.72468635763586	-0.969810311638854	-0.797774836917582
Palm3	-0.582800690797237	-0.543994949647212	-0.2789683872397	-0.640009001581186	-0.180954588198612	0.0466127776852818	0.366723860483698	-0.269435098920541	1.52919564102168	1.66155832890857	1.53417273418101	1.42107121850518	-1.02750269738592	-0.889980195746024	-1.15289800447844	-0.992790946790545
Prdm8	-0.767355004336462	-0.805388019264747	-0.68421199247794	-0.777628899690755	-0.337920064844237	-0.298483394476852	0.226785097059654	-0.394717895441084	1.68026171509426	1.56193063857276	1.44343530348044	1.73972843771687	-0.565842181223262	-0.874168923739402	-0.28634414504901	-0.860080671380226
Kcnt2	-0.750070020795546	-0.803326317398696	-0.815938836849044	-0.729107664659492	0.376821300934307	0.209939384386309	-0.252766519059792	0.672551164542146	1.55616848503596	1.4551658843101	1.19846791978548	1.57048210563472	-0.773050376170479	-0.862488469862076	-0.995363483254381	-1.05748455657951
Erich5	-0.738339379772679	-0.946299814259406	-0.718735639206238	-0.798604804514186	-0.0677366028290179	-0.0131295527876001	0.44801740963471	-0.126964482351973	1.11990265943806	1.76279440853399	2.18414690644767	0.833353124988785	-0.64710456532123	-0.451816103407894	-1.06480663349501	-0.774676931097978
Lhx2	-0.904349278535334	-0.920392429252789	-0.892549251990617	-0.888728458591677	0.272025668139109	0.231649648599458	0.410483695463664	0.29236145688017	1.44480681710801	1.26885688713617	1.43906747768749	1.62363790598103	-0.576016315101673	-0.990349699756479	-0.831813649986733	-0.978690473779808
AABR07048653.1	-0.589884587444869	-0.935424529152297	-0.388128145664079	-0.579720386004522	-0.285753098929198	-0.431102218825277	0.428506495000226	-0.573228942629819	1.83512917115341	2.06319556159394	1.01181088413932	1.33043228046411	-0.665116134710532	-0.697249552265704	-0.802270278413195	-0.721196518311521
Srl	-0.903610914874416	-0.727555321917142	-0.70494484817588	-0.901683519831459	-0.276643912776095	-0.116024761193169	0.698798843318162	-0.440308524328136	1.3331687113087	0.895563438951296	1.85028969380083	1.89825738452068	-0.702818139707334	-0.840993299685146	-0.213690085080323	-0.847804744330569
Cilp2	-0.850493017835452	-1.07218820849307	-1.26378083988558	-0.843971761377904	-0.196749056741566	-0.19942905032317	0.261386859867129	-0.290320848625821	1.61630938548081	1.03830414768906	1.1903704423233	2.15531505080324	-0.0255912058349152	-0.357880761453979	-0.704405517929835	-0.456875617662242
Gabra5	-0.664009576860502	-0.762007393603672	-0.520934910649274	-0.657777137557105	-0.0924283098888231	-0.033096242389054	0.927436616786725	-0.233253876456384	1.43362571268663	1.5115661929338	1.55882636545317	1.36839730368948	-0.834466477843225	-0.930640911056498	-1.04569117497677	-1.0255461802685
Lsm11	-0.721746195176469	-0.4436238362807	-0.849275613490896	-0.741220510716042	-0.115364263494911	-0.048505553678734	0.814293921435689	-0.268355510224591	1.68867922388758	1.12582931905554	0.894541322594797	2.07824632015477	-0.638446455042509	-0.746954344277613	-1.00251087942172	-1.02558694532419
Ddit4l	-1.01127243371417	-1.10470540265091	-0.911298900089725	-1.00939110267836	-0.161136904474621	-0.242509289017422	0.394115549882538	-0.241998005950197	1.48740652914599	1.31016246174891	1.51736970142824	1.80038924538392	-0.0595708492631795	-0.342698821295174	-0.704394129108851	-0.720467649346999
Tnfaip8l3	-0.557748269960916	-0.535251790552372	-0.523260022568382	-0.580325911400194	-0.31276817945128	-0.14855205279149	0.913882531050123	-0.467563471694169	1.32284641691172	1.19793555842937	1.80161756408436	1.61314172120171	-1.11655573394556	-0.966955019076007	-0.990375202768898	-0.650068137468023
Tspan17	-0.749859974653942	-0.640189420909263	-0.705085114166607	-0.773599869825289	0.192671938495427	0.157383562075624	0.269439121189796	0.228475631673171	1.59330195870743	1.51706789485571	1.25504735747353	1.55653782596465	-0.773995876400294	-0.862346657663956	-1.13658766825083	-1.12826070856517
RT1-M6-2	-0.640216002313345	-0.642480452317055	-0.6374887824873	-0.639364987885603	-0.219750522279615	-0.220799728005098	0.498097790241219	-0.292237031862031	0.561379412471606	2.27278942733967	2.45092301033367	-0.0975057258533571	-0.608532432156334	-0.612568066747886	-0.55667034324808	-0.615575565230463
Cps1	-0.672645237230528	-0.690344525153563	-1.20491451772599	-0.557720566637822	0.181286058003712	-0.00856223936316476	0.0873420720415132	0.178965383655776	1.47182394705882	1.34908997648339	1.59693603468937	1.66958075466523	-0.944535795144653	-0.886088193617951	-0.811634730291097	-0.758578421433047
Nkx3-1	-0.851051908783855	-1.02079820390773	-0.813305531596557	-0.839273352733987	-0.250113186393563	-0.129751516070716	-0.374809593272463	-0.25280996683825	1.34212797567709	1.17014954331802	2.00326002564925	1.85482075484524	-0.215394490394796	-0.468387704623406	-0.459697108025845	-0.694965736848428
Dnajb13	-0.807601249379322	-0.930711021502751	-0.97979296425349	-0.773477097567166	0.140014815169299	-0.00393260035125105	0.515093408902573	0.114063108477157	1.66772756599077	1.95899544045178	1.04277658699357	1.19869217529794	-0.697668049827781	-0.833158762283568	-0.847531323799933	-0.763490032317822
Mal2	-0.596617394272206	-0.912212634361066	-0.600915487462571	-0.555401529496783	0.175187140941686	0.116100657751554	0.597748259175045	0.134886193525694	1.12954425696833	1.40285230789973	2.05251806791384	1.06829987416257	-0.800134260993765	-0.933431926068404	-1.04539917040526	-1.2330243552784
Vgll3	-0.787093349452104	-0.432301188395171	-0.765936841203853	-0.780491573684723	-0.310988945270255	0.24265721256151	-0.756880662592506	0.021046010988499	0.898645427313347	0.274930870783583	2.37930965220661	2.13013244324468	-0.629701974573819	-0.316820183473387	-0.653493998362298	-0.513012900090111
Lrrc31	-0.746986714523594	-0.842105638621873	-0.925650450729232	-0.666962871605785	0.141249378825093	0.0176134656175884	-0.27875377197079	0.317821334963111	1.73539453725587	0.844995754114996	0.570745514221007	2.51198826126328	-0.492983269727193	-0.584322042764963	-0.76202742242134	-0.840016063896166
Nr4a3	-0.654509957749019	-0.882209158986463	-0.705108322950372	-0.631540760472218	-0.202690311244347	-0.0949212727271051	1.13126155761377	-0.371804694311975	1.32486658009605	1.18541618940045	1.69792383469928	1.56918287611977	-0.60506561677505	-0.815508790798829	-0.962293005823379	-0.982999146090569
Chrm5	-0.31198164685633	-0.345956427850753	0.214714087734993	-0.299213412292416	-0.673942725647467	-0.598957285796731	0.685184756070407	-0.828989495170411	1.07814993027791	1.32447975249159	2.2668756997796	1.10805685270367	-1.05776900116488	-0.839487845647569	-1.07237700636744	-0.648786232264162
Plcxd2	-0.835720820682335	-0.268053561061883	-0.73983414400413	-0.889301517668115	0.149160282637194	0.170645221032521	0.159341635708972	0.203263881832831	1.8278875969692	1.7962789024889	0.711478125558818	1.46927612756672	-0.844235274139466	-0.923192484163807	-0.965414998069144	-1.02157897400627
Odf3l1	-0.812274666980341	-0.823724601386934	-1.01335849699993	-0.807971609124903	-0.683519309422365	-0.141080067050519	0.586977213100696	-0.684363778853164	1.11598859201185	1.17284224542775	2.41857485925519	1.22963147691046	-0.219948855654619	-0.255658880054114	-0.529568305054105	-0.552545816124956
Galnt9	-0.940289287382028	-0.975477037166068	-1.07179493070435	-0.924050882054709	0.11342152517713	0.0474862989747236	0.634003829111201	0.0326219079228502	1.27811734220725	1.33166078909796	1.85569593039186	1.36070701646913	-0.425234161437496	-0.554243385388393	-0.875262369149349	-0.887362586069708
Arhgap8	-0.841565877444684	-0.76264553224942	-0.649494997479615	-0.838813547399708	-0.333376323000314	0.0513224328543126	0.982264428372637	-0.489185594974247	1.19917082078675	1.25511673135339	2.08023471549046	1.28796476593062	-0.616253723744346	-0.574410686695184	-0.988453233223372	-0.761874378577271
Dnah9	-1.21898457902255	-1.11606775543271	-1.15961765896712	-1.22642629732651	-0.332453393782941	-0.31621872197071	0.684367281870522	-0.454714749313695	1.50114830841813	1.34768388126349	1.28085103609965	1.61289197387713	0.126520380870855	-0.213857893616043	-0.139503008756665	-0.375618804210843
Hapln4	-0.9489494479351	-0.762204208540439	-0.829001419317589	-0.974433597523636	0.215705389775249	0.189449923117621	0.455669067390485	0.222162937651933	1.628554986159	1.66905521654325	1.09906606909879	1.41374945130624	-0.713514541327886	-0.78462826314766	-0.988133379513151	-0.892548183737104
Npy2r	-0.3338488089336	0.184278020418011	0.945940204493208	-0.388800818751153	-0.951939317755351	-0.749837609286492	-0.253748773848823	-1.01096348006907	1.2987480919745	1.54509474416856	1.76885293133757	1.16763870824996	-1.00299325148029	-0.888169562499353	-0.727684764768693	-0.602566313248979
Ptpru	-0.60172908053174	-0.872899291836699	-0.555298546466994	-0.552991840435064	0.0211112210378493	-0.13871276328432	1.0911291307078	-0.182009079003343	1.03825820210797	1.01710263919572	2.13870537289181	1.32911827394569	-0.737759219286808	-0.856435879787005	-1.03054007609161	-1.10704906316325
Rcn3	-1.17411274802852	-1.13703749052521	-0.936158493675705	-1.16566633597908	-0.012552737020594	0.00110202528616984	0.699512141567348	-0.122374464100102	1.35430163510924	1.09101011652027	1.57064763275898	1.76563272684273	-0.364863500997758	-0.545165975608909	-0.399768771633887	-0.624505760514975
Chst8	-0.856634761050395	-1.01969721647667	-0.772533922695301	-0.863517117785324	-0.189915422236472	-0.0714348412740586	1.19893057209353	-0.390032436254023	1.3349744843989	0.964401296106793	1.509802324568	1.81656519694329	-0.313992230479806	-0.648706168314374	-0.839475122809396	-0.858734634734697
Galnt5	-0.656430812693912	-0.943434821913172	-0.943434821913172	-0.363488722084107	-0.191748552720466	-0.193317336512973	0.559523533480836	-0.192913893364346	1.04730319309845	2.11509331979804	2.07605102574157	0.51018209199484	-0.943434821913172	-0.751703408284029	-0.557781341160934	-0.570464631553462
